is_parallel_safe,trip_count,nesting_depth,flops_per_iter,total_flops,memory_footprint_bytes,arithmetic_intensity,data_reuse_ratio,coalescing_efficiency,stride_regularity,branch_divergence_count,has_reduction,hw_type_code,bus_bandwidth_gbps,peak_tflops,unified_memory,t_cpu_ms,t_gpu_ms,speedup,is_profitable
1.0,1048576.0,1.0,12.0,12582912.0,12582912.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,89.6,2.66,1.0,3.5951177142857142,10.570030000000001,0.34012370014897914,0
1.0,256.0,2.0,5.0,1280.0,3072.0,0.4166666666666667,4.0,0.35,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.003657142857142857,0.03545714285714286,0.10314262691377919,0
1.0,1024.0,2.0,5.0,5120.0,12288.0,0.4166666666666667,4.0,0.35,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.014628571428571428,0.03682857142857143,0.3972071373157486,0
1.0,4096.0,2.0,5.0,20480.0,49152.0,0.4166666666666667,4.0,0.35,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.05851428571428571,0.042314285714285714,1.3828494260634705,1
1.0,16384.0,2.0,5.0,81920.0,196608.0,0.4166666666666667,4.0,0.35,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.23405714285714285,0.06425714285714286,3.642507781236105,1
1.0,65536.0,2.0,5.0,327680.0,786432.0,0.4166666666666667,4.0,0.35,0.5,1.0,0.0,0.0,89.6,2.66,1.0,0.9362285714285714,0.15202857142857143,6.15824093215561,1
1.0,262144.0,2.0,5.0,1310720.0,3145728.0,0.4166666666666667,4.0,0.35,0.5,1.0,0.0,0.0,89.6,2.66,1.0,3.7449142857142856,0.5031142857142857,7.443466409222556,1
1.0,1048576.0,2.0,5.0,5242880.0,12582912.0,0.4166666666666667,4.0,0.35,0.5,1.0,0.0,0.0,89.6,2.66,1.0,14.979657142857143,1.9074571428571427,7.853207711088809,1
1.0,256.0,2.0,5.0,1280.0,3072.0,0.4166666666666667,4.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.003657142857142857,0.03545714285714286,0.10314262691377919,0
1.0,1024.0,2.0,5.0,5120.0,12288.0,0.4166666666666667,4.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.014628571428571428,0.03682857142857143,0.3972071373157486,0
1.0,4096.0,2.0,5.0,20480.0,49152.0,0.4166666666666667,4.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.05851428571428571,0.042314285714285714,1.3828494260634705,1
1.0,16384.0,2.0,5.0,81920.0,196608.0,0.4166666666666667,4.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.23405714285714285,0.06425714285714286,3.642507781236105,1
1.0,65536.0,2.0,5.0,327680.0,786432.0,0.4166666666666667,4.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,0.9362285714285714,0.15202857142857143,6.15824093215561,1
1.0,262144.0,2.0,5.0,1310720.0,3145728.0,0.4166666666666667,4.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,3.7449142857142856,0.5031142857142857,7.443466409222556,1
1.0,1048576.0,2.0,5.0,5242880.0,12582912.0,0.4166666666666667,4.0,0.35,0.5,0.0,0.0,0.0,89.6,2.66,1.0,14.979657142857143,1.9074571428571427,7.853207711088809,1
